Region,Country,First Closed Won Opp Date,Account ID,CSM Status Stage,Activation Date,Highest Product,Last Product usage date,# delivery partners,Time to Activation
Region C,Country 16,2021-11-09,0016R0000375n55,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5A,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5b,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5B,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5e,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5F,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5G,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5j,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5K,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5o,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5p,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5P,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5q,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5t,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5U,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5V,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5X,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5y,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n5Z,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n63,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n68,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n6c,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n6D,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n6h,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n6I,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n6i,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n6m,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n6n,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n6N,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n6r,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n6S,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n6w,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n6X,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n6x,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n6Y,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n71,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n72,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n73,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n76,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n7a,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n7B,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n7f,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n7G,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n7k,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n7L,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n7M,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n7p,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n7q,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n7Q,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n7u,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n7v,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n7V,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n7z,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n84,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n89,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n8a,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n8b,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n8d,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n8E,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n8e,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n8f,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n8i,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n8J,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n8n,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n8o,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n8O,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n8s,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n8T,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n8U,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n8x,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n8Z,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n97,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n9b,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n9C,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n9g,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n9H,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n9M,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n9N,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n9q,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n9r,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n9R,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n9t,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n9v,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n9W,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375n9X,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nA0,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375na3,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nA5,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375na8,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nAA,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nAB,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nac,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375naD,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nad,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nAe,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nAF,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nah,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375naI,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nAj,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375naJ,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nAK,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nam,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375naN,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nAo,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nAP,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nar,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375naS,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nAt,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nAU,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375naX,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nAy,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nAz,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nAZ,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nb1,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nB4,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nB5,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nb6,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nB8,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nB9,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nba,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nbB,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nbC,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nBc,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nbD,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nBD,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nBE,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nbf,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nbG,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nBh,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nBI,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nbk,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nbL,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nBN,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nBO,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nbp,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nBP,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nbQ,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nBr,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nBS,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nbu,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nbv,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nbV,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nBX,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nbz,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nc0,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nc1,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nC1,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nc4,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nc9,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nCB,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nCC,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ncd,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nCD,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ncE,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nCE,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ncF,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nCf,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nCg,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nci,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ncJ,Active,2021-11-17,Basic,2022-01-11,0.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nCk,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nCL,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ncL,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ncn,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ncO,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nCq,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ncs,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ncT,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nCu,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nCV,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ncx,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ncY,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nd2,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 3,2021-11-09,0016R0000375nd7,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nD9,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ndb,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ndC,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ndc,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nDE,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ndg,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ndH,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nDi,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ndl,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ndM,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nDO,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ndR,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nDs,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ndv,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ndW,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nDx,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nDY,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ne0,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ne5,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ne6,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nE7,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nE8,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375neA,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nee,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375neF,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nEI,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nej,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375neK,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nEl,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375neo,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375neP,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375neQ,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nEq,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375net,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375neU,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375neV,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nEv,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nEW,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nEX,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ney,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375neZ,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nF0,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nf3,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region A,Country 1,2021-11-10,0016R0000375nf8,Active,2021-11-10,Basic,2022-01-13,2.0,0 days
Region C,Country 16,2021-11-09,0016R0000375nfc,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nfD,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nFe,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nFF,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nfI,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nfm,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nfN,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nFo,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nFP,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nfr,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nfS,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nFt,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nFU,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nfw,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nfX,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nfY,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ng1,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nG3,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ng6,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nG8,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nG9,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nga,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ngB,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nGc,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nGD,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ngf,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ngg,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ngG,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region A,Country 8,2021-11-10,0016R0000375nGh,Active,2021-11-12,Basic,,1.0,2 days
Region C,Country 16,2021-11-09,0016R0000375nGm,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nGN,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nGn,Active,2021-11-10,Basic,2022-01-04,2.0,1 days
Region C,Country 16,2021-11-09,0016R0000375ngp,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375nGp,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
Region C,Country 16,2021-11-09,0016R0000375ngQ,Active,2021-11-17,Basic,2022-01-11,1.0,8 days
